Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status
15:38:52,0,0,0,0,0,0,0,0,172.6,181.99,137.15,106.05,82.43,98.3,96.24,93.56,83.05,0.458667,1.07,2.806333,1388.359131,4.748,5.770564,18.386999,7.112225,0.627,0.444558,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:39:22,0,0,0,0,0,0,0,0,172.65,179.17,136.87,106.11,83.01,98.32,96.53,93.44,83.21,0.517,1.046,2.911666,1401.85791,4.801,5.93207,18.327999,7.04928,0.631,0.476551,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:39:52,0,0,0,0,0,0,0,0,172.92,179.05,137.17,106.51,83.07,98.51,96.69,93.42,83.36,0.54,1.081667,2.871333,1416.205811,4.809,5.885433,18.268,7.018891,0.642,0.630905,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:40:22,0,0,0,0,0,0,0,0,173.04,178.95,137.19,106.87,83.16,98.62,96.77,93.31,83.43,0.469333,1.051667,2.908666,1417.903564,4.831,5.418412,18.211,7.123295,0.645,0.679954,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,19,201,201.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:40:52,0,0,0,0,0,0,0,0,172.81,181.08,137.98,106.63,82.72,98.39,96.39,93.42,83.22,0.555333,1.117,2.774333,1371.549316,4.969,5.458493,18.150999,7.044302,0.651,0.695418,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,201.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:41:22,0,0,0,0,0,0,0,0,172.37,181.19,139.19,106.13,82.48,98.07,96.04,93.39,83.05,0.476333,1.065667,2.833666,1390.141846,5.006,5.728921,18.087999,7.139801,0.656,0.699469,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:41:52,0,0,0,0,0,0,0,0,172.51,178.29,138.53,106.35,83.33,98.26,96.52,93,83.33,0.503,1.061333,2.948666,1426.647949,5.042,5.989599,18.025999,7.069785,0.656,0.692037,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,202,201.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:42:22,0,0,0,0,0,0,0,0,173.15,178.96,137.5,106.92,83.23,98.52,96.71,92.67,83.48,0.57,1.055333,2.743666,1400.669434,5.081,6.220529,17.971001,7.326764,0.671,0.614801,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:42:52,0,0,0,0,0,0,0,0,172.48,180.83,138.74,106.78,82.62,98.22,96.24,92.76,83.14,0.467,1.043,2.818,1376.982666,5.14,6.423292,17.91,7.114524,0.675,0.68496,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,201.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:43:22,0,0,0,0,0,0,0,0,172.66,178.58,137.63,106.53,83.08,98.24,96.42,92.5,83.25,0.496333,1.051667,2.883666,1425.884033,5.185,6.444878,17.851,6.986331,0.682,0.753102,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.300003,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:43:52,0,0,0,0,0,0,0,0,173.03,178.49,136.6,106.99,83.25,98.52,96.69,92.29,83.52,0.561333,1.063667,2.836,1405.338623,5.259,5.099558,17.795,7.132275,0.686,0.703772,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,201.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:44:22,0,0,0,0,0,0,0,0,172.82,178.93,137.62,106.92,82.71,98.33,96.32,92.49,83.24,0.588667,1.108,2.769,1371.379639,5.274,5.595678,17.735001,6.963394,0.689,0.739368,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,201.100006,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:44:52,0,0,0,0,0,0,0,0,172.17,179.38,137.53,106.3,82.71,98.04,96.01,92.7,83.04,0.445667,1.078,2.895,1395.320801,5.348,5.581168,17.674,6.937191,0.697,0.66681,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,202,201,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:45:22,0,0,0,0,0,0,0,0,172.53,178.25,136.07,106.59,83.37,98.37,96.65,92.36,83.42,0.448333,1.053333,2.946333,1437.345215,5.401,6.007206,17.618,7.205388,0.702,0.643718,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,19,201,201.100006,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:45:52,0,0,0,0,0,0,0,0,172.99,178.56,134.74,106.99,83.14,98.61,96.75,92.37,83.52,0.525667,1.07,2.802333,1401.008789,5.448,6.411515,17.559,7.060875,0.706,0.532816,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,201.100006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:46:22,0,0,0,0,0,0,0,0,172.51,179,134.95,106.48,82.52,98.26,96.24,92.71,83.11,0.505667,1.126,2.758,1368.91748,5.524,6.54049,17.496,6.922808,0.713,0.561066,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.800003,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:46:52,0,0,0,0,0,0,0,0,172.37,177.27,133.53,106.39,83.17,98.26,96.43,92.84,83.19,0.498,1.083667,2.948333,1428.430908,5.567,6.507304,17.440001,7.252468,0.719,0.590935,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.699997,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:47:22,0,0,0,0,0,0,0,0,172.8,178.56,132.42,106.71,83.22,98.52,96.63,92.63,83.47,0.522,1.093,2.757333,1395.830078,5.599,6.315786,17.382999,7.143553,0.728,0.749762,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:47:52,0,0,0,0,0,0,0,0,172.22,178.69,133.47,106.26,82.55,98.25,96.17,92.77,83.08,0.578,1.108,2.788666,1371.294434,5.641,6.472417,17.299999,6.907523,0.73,0.752023,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:48:22,0,0,0,0,0,0,0,0,171.78,178.33,133.62,106,82.68,98.16,96.1,92.73,83.08,0.514,1.05,2.856333,1398.207275,5.74,6.406427,17.264,6.868797,0.735,0.755767,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:48:52,0,0,0,0,0,0,0,0,172.34,177.83,132.5,106.37,83.32,98.51,96.7,92.3,83.43,0.458667,1.035,2.947,1438.533936,5.79,6.712959,17.208,7.057652,0.741,0.69128,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:49:22,0,0,0,0,0,0,0,0,172.84,178.46,131.33,106.77,83.22,98.6,96.74,92.11,83.44,0.583333,1.103,2.665666,1397.952637,5.835,6.666501,17.15,6.061817,0.744,0.612105,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.899994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:49:52,0,0,0,0,0,0,0,0,172.21,178.71,131.68,106.15,82.59,98.25,96.16,92.66,83.05,0.443667,1.056667,2.81,1378.001465,5.88,6.469131,17.087,6.906248,0.755,0.635976,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:50:22,0,0,0,0,0,0,0,0,172.2,177.89,130.79,106.09,83.18,98.31,96.4,92.76,83.2,0.503333,1.054333,2.943,1423.252197,5.939,6.793138,17.028999,7.276805,0.759,0.652237,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.699997,TRUE,FALSE,15,16.700001,TRUE,FALSE,90,90,TRUE,FALSE
15:50:52,0,0,0,0,0,0,0,0,172.64,178.48,129.81,106.61,83.16,98.62,96.73,92.94,83.45,0.494333,1.089,2.873,1419.177002,6,6.764312,16.973,7.200438,0.763,0.719999,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200.899994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:51:22,0,0,0,0,0,0,0,0,172.57,178.26,129.43,106.66,83.02,98.54,96.59,92.96,83.24,0.565,1.076333,2.809,1391.245605,6.043,6.476368,16.913,6.479943,0.768,0.692036,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:51:52,0,0,0,0,0,0,0,0,172.14,179.29,129.87,106.05,82.4,98.17,96.09,93.16,82.98,0.421667,1.071,2.788,1372.737793,6.097,6.202831,0.856,6.97348,0.77,0.641978,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:52:22,0,0,0,0,0,0,0,0,171.95,176.93,130.03,105.99,82.98,98.2,96.41,92.95,83.22,0.480667,1.026,2.962333,1415.696289,6.13,6.149291,16.797001,7.053669,0.779,0.590849,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:52:52,0,0,0,0,0,0,0,0,172.58,177.09,129.36,106.43,83.23,98.56,96.77,92.7,83.48,0.515,1.056667,2.867333,1422.742676,6.156,6.037631,16.739,6.918255,0.783,0.541864,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:53:22,0,0,0,0,0,0,0,0,172.55,177.85,129.36,106.57,82.96,98.5,96.6,92.73,83.24,0.494333,1.068333,2.795333,1385.217773,6.259,5.87765,16.679001,6.942766,0.788,0.556086,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.600006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:53:52,0,0,0,0,0,0,0,0,171.94,178.44,130.3,106.08,82.69,98.15,96.15,93.07,83.02,0.511667,1.062333,2.819666,1379.44458,6.3,6.135588,16.622999,6.968258,0.794,0.564943,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:54:22,0,0,0,0,0,0,0,0,172.06,177.85,130.04,106.2,83.02,98.25,96.38,92.93,83.25,0.534667,1.044333,2.856,1392.688965,6.357,6.187391,16.562,7.133748,0.799,0.5977,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:54:52,0,0,0,0,0,0,0,0,172.22,177.49,130.62,106.43,82.93,98.3,96.42,92.98,83.3,0.517,1.092667,2.862,1411.196533,6.365,6.296133,16.504,7.049014,0.803,0.720002,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:55:22,0,0,0,0,0,0,0,0,172.48,177.3,129.76,106.74,83.04,98.48,96.64,92.84,83.33,0.403333,1.060333,2.886666,1424.780273,6.402,5.94946,16.4,6.948716,0.812,0.715868,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,201,200.399994,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:55:52,0,0,0,0,0,0,0,0,172.6,177.9,129.07,106.75,82.91,98.44,96.51,92.8,83.22,0.519333,1.055667,2.750333,1386.406494,6.51,6.051381,16.388,6.959311,0.816,0.635521,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.5,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:56:22,0,0,0,0,0,0,0,0,172.07,177.64,129.99,106.07,82.48,98.04,96.05,93.17,83.01,0.531667,1.078,2.665,1380.633301,6.552,5.80742,16.33,6.974178,0.821,0.672332,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:56:52,0,0,0,0,0,0,0,0,171.9,176.98,129.79,105.97,82.79,98.05,96.14,93.03,83.15,0.512667,1.095667,2.855333,1401.348389,6.596,6.039923,16.271999,6.958781,0.825,0.631478,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,201,200.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:57:22,0,0,0,0,0,0,0,0,172.06,177.5,129.1,106.2,82.97,98.22,96.36,92.75,83.29,0.524333,1.062667,2.708333,1409.15918,6.659,6.109372,16,6.985562,0.834,0.636098,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:57:52,0,0,0,0,0,0,0,0,172.29,177.83,128.69,106.48,83.18,98.33,96.51,92.38,83.38,0.5,1.063,2.899,1424.695557,6.687,6.433164,16.156,6.887448,0.838,0.648047,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200.100006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:58:22,0,0,0,0,0,0,0,0,172.55,177.9,128.18,106.62,83.05,98.32,96.41,92.27,83.32,0.501,1.081667,2.760666,1390.311768,6.77,6.791084,16.096001,7.022735,0.841,0.641357,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.199997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:58:52,0,0,0,0,0,0,0,0,172.03,177.77,128.97,105.96,82.46,97.94,95.82,92.4,83.05,0.414,1.060333,2.821666,1383.010498,6.816,6.2986,16.038,7.122564,0.847,0.633549,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,200.100006,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
15:59:22,0,0,0,0,0,0,0,0,171.93,177.61,128.26,105.98,83.08,98,96.15,92.2,83.24,0.425,1.032333,2.912,1412.894531,6.868,6.299611,15.978,7.102895,0.852,0.590937,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
15:59:52,0,0,0,0,0,0,0,0,172.43,177.39,127.15,106.34,83.35,98.26,96.4,92.13,83.43,0.492,1.061667,2.788,1417.648926,6.873,6.385056,15.921,7.079705,0.86,0.625709,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,200,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
16:00:22,0,0,0,0,0,0,0,0,172.51,177.55,126.26,106.52,83.05,98.28,96.34,92.08,83.32,0.457,1.067,2.795666,1408.649658,6.933,5.83692,15.864,6.989118,0.865,0.64432,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,199,200,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:00:52,0,0,0,0,0,0,0,0,172.3,177.49,125.68,106.24,82.79,98.12,96.09,92.36,83.04,0.547333,1.071333,2.78,1389.887207,7.037,5.596153,15.804,6.839949,0.871,0.641978,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,199.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
16:01:22,0,0,0,0,0,0,0,0,172.02,176.93,125.64,105.76,82.82,97.95,95.81,92.56,83.08,0.558667,1.07,2.806666,1381.821777,7.072,5.727221,15.746,7.055562,0.874,0.668004,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,199.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:01:52,0,0,0,0,0,0,0,0,171.64,177.25,125.93,105.54,82.61,97.86,95.76,92.65,83.13,0.410667,1.098,2.794,1375.199707,7.108,6.138249,15.688,6.958978,0.878,0.668004,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,22,200,199.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
16:02:22,0,0,0,0,0,0,0,0,171.68,176.86,126.09,105.56,82.87,97.9,95.83,92.76,83.16,0.51,1.033,2.974333,1407.29126,7.174,6.141465,15.628,6.9769,0.887,0.64432,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,199.699997,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:02:52,0,0,0,0,0,0,0,0,172.18,176.78,125.3,105.91,83.1,98.24,96.37,92.49,83.43,0.523333,1.046,2.932333,1415.696289,7.21,6.57063,15.569,7.041882,0.887,0.668568,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,199.800003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,90,TRUE,FALSE
16:03:22,0,0,0,0,0,0,0,0,172.28,177.42,124.97,106.02,83.02,98.35,96.35,92.62,83.38,0.526333,1.046333,2.778333,1410.687256,7.302,6.463294,15.513,7.061412,0.896,0.631869,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,199.899994,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:03:52,0,0,0,0,0,0,0,0,172.29,176.99,124.59,105.79,82.95,98.11,96.06,92.62,83.19,0.444333,1.048667,2.825666,1395.23584,7.335,6.517435,15.452,7.02611,0.9,0.523764,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,199,199.800003,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:04:22,0,0,0,0,0,0,0,0,171.91,177.16,124.48,105.41,82.71,97.97,95.88,92.55,83.14,0.531333,1.081333,2.77,1382.41626,7.376,6.267196,15.395,7.02546,0.906,0.591778,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,199.699997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:04:52,0,0,0,0,0,0,0,0,171.75,177.2,124.59,105.38,82.65,97.82,95.71,92.5,83.1,0.501333,1.052,2.804,1375.964111,7.43,6.29743,15.334,7.076985,0.915,0.637561,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,22,200,199.699997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:05:22,0,0,0,0,0,0,0,0,171.51,176.38,124.77,105.33,82.66,97.74,95.68,92.48,83.11,0.534667,1.069667,2.89,1388.953369,7.472,6.357123,15.275,7.089279,0.922,0.691194,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,22,201,199.699997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:05:52,0,0,0,0,0,0,0,0,171.99,176.61,124.26,105.8,83.04,98.12,96.26,92.38,83.36,0.426667,1.038,2.9,1440.231689,7.54,6.158707,15.217,7.101633,0.926,0.778344,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,200,199.800003,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:06:22,0,0,0,0,0,0,0,0,172.49,177.43,123.57,106.4,83.31,98.36,96.54,91.99,83.51,0.467,1.033,2.864333,1415.696289,7.594,6.080184,15.159,6.986168,0.929,0.740531,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,199,200,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:06:52,0,0,0,0,0,0,0,0,172.29,176.8,123.53,106.27,82.9,98.18,96.19,92.21,83.19,0.498,1.042333,2.722667,1405.763184,7.637,5.937382,15.101,7.015777,0.935,0.747964,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,199,199.800003,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:07:22,0,0,0,0,0,0,0,0,172.16,176.54,123.42,106.15,82.8,98.06,95.99,92.47,83.14,0.51,1.035333,2.851666,1406.781982,7.643,6.105493,15.041,7.052648,0.942,0.684232,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,199,199.699997,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:07:52,0,0,0,0,0,0,0,0,172.06,176.81,122.98,106.09,82.71,98,95.89,92.62,83.15,0.529,1.062333,2.753666,1396.848877,7.643,5.705636,14.985,7.022175,0.946,0.687975,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,200,199.5,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:08:22,0,0,0,0,0,0,0,0,171.8,176.52,122.72,105.76,82.76,97.92,95.81,92.69,83.11,0.521,1.044,2.807666,1397.528076,7.797,5.498213,14.89,6.983183,0.955,0.608024,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,205,199.5,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:08:52,0,0,0,0,0,0,0,0,171.76,176.73,122.49,105.53,82.77,97.9,95.86,92.73,83.18,0.523,1.05,2.847333,1400.244873,7.856,5.984321,14.842,8.61149,0.962,0.590294,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,195,200.300003,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:09:22,0,0,0,0,0,0,0,0,171.9,176.46,122.13,105.61,82.81,98.03,95.99,92.49,83.24,0.512,1.01,2.766,1417.563965,7.878,6.266329,14.787,8.430062,0.962,0.67625,0.5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20,195,198.899994,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:09:52,0,0,0,0,0,0,0,0,171.8,176.59,121.86,105.68,82.99,98.07,96,92.48,83.22,0.494,1.083,2.802,1404.914307,7.933,5.905419,14.731,6.308029,0.975,0.735154,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,195,198.100006,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:10:22,0,0,0,0,0,0,0,0,171.71,176.94,121.56,105.51,82.86,97.98,95.87,92.2,83.22,0.456333,1.014667,2.787,1404.829346,7.996,6.451869,14.675,6.725911,0.978,0.780379,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,195,197.5,TRUE,FALSE,15,16.9,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:10:52,0,0,0,0,0,0,0,0,171.63,176.36,120.77,105.43,83,97.87,95.77,92.08,83.23,0.457667,0.984333,2.872333,1414.25293,8.025,6.182337,14.618,6.788766,0.984,0.767982,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,194,196.899994,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:11:22,0,0,0,0,0,0,0,0,171.52,176.33,119.69,105.41,83.01,97.81,95.67,91.9,83.23,0.454,0.996667,2.810666,1402.19751,8.067,5.76387,14.554,6.824407,0.987,0.663856,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,194,196.300003,TRUE,FALSE,15,16.799999,TRUE,FALSE,90,89.900002,TRUE,FALSE
16:11:52,0,0,0,0,0,0,0,0,171.25,176.11,118.77,105.06,82.8,97.57,95.37,91.71,83.16,0.495667,1.004333,2.797333,1392.434082,7.464,5.404528,14.499,7.469883,0.994,0.676273,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,194,195.5,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
16:12:22,0,0,0,0,0,0,0,0,171.12,176.01,117.94,104.69,82.71,97.32,95.13,91.71,83.06,0.511,0.982,2.906333,1375.624512,6.605,5.103118,14.449,7.084855,0.999,0.687994,0.5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,21,194,195,TRUE,FALSE,15,16.9,TRUE,FALSE,90,90,TRUE,FALSE
