Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PIC101,TV101,TH101_SetPoint,TH101_Temperature,TH102_SetPoint,TH102_Temperature,TH103_SetPoint,TH103_Temperature,A104,M104,A101,M101,A103,M107,M106,A106,A107,M103,F101,F102,F103,F104,AV101,AV104,AV105,AV106,AV107,AV108,AV109,FI101_Pulses,TH101_Start,TH101_Status,TH102_Start,TH102_Status,TH103_Start,TH103_Status,T_ERROR_0_C1,T201,T202,T204,T206,T208,T210,T212,PDIC201,PDIC202,PIC201,TV201,TH201_SetPoint,TH201_Temperature,TH202_SetPoint,TH202_Temperature,TH203_SetPoint,TH203_Temperature,A203,M203,AV201,AV203,AV205,AV207,AV208,FI201_Pulses,TH201_Start,TH201_Status,TH202_Start,TH202_Status,TH203_Start,TH203_Status,T_ERROR_0_C2
16:34:00,0,0,0,0,0,0,0,0,100.74,100.91,100.41,100.25,99.56,100.65,101.17,92.23,93.43,0.868333,0.491667,982.289978,0,135,135,0,15.2,125,97,1.691,-0.007339,66.25,4.059209,6.72,0.210323,-0.347616,11.48,15.265,3.989125,2.60029,2.899242,2.532647,4.200608, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.29,117.4,119.74,116.96,109,119.23,0.313667,0.449333,981.685791,0,150,149.899994,0,32,0,18.299999,0.075,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:34:30,0,0,0,0,0,0,0,0,100.72,100.91,100.41,100.18,100.4,100.73,101.11,92.27,91.5,0.911,0.556,981.52594,0,135,135,0,15.2,125,97,1.691,-0.020563,66.25,4.059209,6.75,0.198188,-0.316196,1.4819,15.266,3.952694,2.601205,2.894071,2.532346,4.107125, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.87,119.32,117.4,119.74,116.98,109.01,119.17,0.325667,0.456,981.725952,0,150,150,0,32,0,18.299999,0.075,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:35:00,0,0,0,0,0,0,0,0,100.73,100.91,100.4,99.93,99.86,100.67,101.07,92.22,91.61,0.817,0.481667,982.1203,0,135,134.899994,0,15.2,125,96.900002,1.691,-0.025809,66.199997,3.941417,6.79,0.195887,-0.316242,1.4819,15.269,4.135099,2.601526,2.891989,2.533485,4.205796, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.78,119.3,117.31,119.75,116.97,109.01,119.16,0.353667,0.465,981.645752,0,150,149.899994,0,32,0,18.299999,0.075,0.105579, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:35:30,0,0,0,0,0,0,0,0,100.75,100.92,100.44,100.28,99.87,100.69,101.23,92.23,92.43,0.87,0.513333,982.969177,0,135,135,0,15.2,125,97,1.693,-0.016766,66.199997,3.941417,6.83,0.217811,-258.227081,1.4819,15.27,4.504893,2.600808,2.893167,2.534325,4.172805, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.82,119.31,117.38,119.74,116.96,109,119.15,0.335667,0.449333,981.685791,0,150,149.899994,0,32,0,18.299999,0.075,0.139772, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:36:00,0,0,0,0,0,0,0,0,100.75,100.93,100.47,100.42,100.05,100.72,100.9,92.23,93.29,0.857,0.536333,981.101501,0,135,134.899994,0,15.2,125,97,1.693,0.010061,66.150002,4.029125,6.87,0.21795,-272.660103,11.45,15.2,4.650878,2.601541,2.88863,2.534655,4.196441, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.3,117.4,119.75,116.98,109.01,119.26,0.393333,0.442667,981.685791,0,150,150,0,32,0,18.299999,0.075,0.139773, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:36:30,0,0,0,0,0,0,0,0,100.75,100.91,100.46,100.32,100.05,100.67,100.93,92.21,93.32,0.863333,0.512,981.780701,0,135,135,0,15.2,125,97,1.692,0.036785,66.150002,4.029125,6.91,0.23355,-307.342334,1.458,15.2,4.687305,2.600078,2.89413,2.534292,4.178556, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.32,117.4,119.75,116.98,109.02,119.17,0.464333,0.468,981.685791,0,150,150,0,32,0,18.299999,5,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:37:00,0,0,0,0,0,0,0,0,100.77,100.92,100.47,100.27,99.81,100.67,101,92.24,93.21,0.706333,0.514,982.374939,0,135,134.899994,0,15.2,125,97,1.693,0.041679,66.050003,4.029133,0,-1.290019,-141.999646,1.458,15.2,4.856389,2.600547,2.892708,2.535377,4.145529, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.85,119.32,117.41,119.75,116.99,109.02,119.16,0.313333,0.455333,981.685791,0,150,150,0,32.099998,0,18.299999,5,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:37:30,0,0,0,0,0,0,0,0,100.81,100.91,100.44,100.31,99.86,100.68,101.05,92.23,92.12,0.817333,0.522667,982.544739,0,135,134.899994,0,15.3,125,96.900002,1.693,0.04506,66.050003,4.029133,6.99,-1.710027,-0.684683,1.4496,15.2,4.687298,2.60016,2.896781,2.535146,4.183857, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.42,119.75,116.98,108.96,119.08,0.320333,0.457333,981.685791,0,150,149.899994,0,32,0,18.299999,0.077,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:38:00,0,0,0,0,0,0,0,0,100.75,100.91,100.41,100.43,100.27,100.7,100.88,92.23,91.61,0.839333,0.484,982.289978,0,135,134.899994,0,15.3,125,96.900002,1.693,0.030148,66,3.941419,7.04,-1.792771,-0.804139,1.4496,13,4.856378,2.600498,2.894584,2.536043,4.152572, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.42,119.76,116.99,109.02,119.17,0.349667,0.471333,981.685791,0,150,149.899994,0,32.099998,0,18.299999,0.077,163.011965, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:38:30,0,0,0,0,0,0,0,0,100.77,100.92,100.43,100.38,99.83,100.69,101.22,92.21,92.54,0.829667,0.485667,982.629578,0,135,134.899994,0,15.3,125,96.900002,1.693,0.013381,66,3.941419,7.08,-1.807191,-0.773256,11.446,13,4.856386,2.600887,2.897011,2.536726,4.186962, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.4,119.75,116.99,109.02,119.16,0.445667,0.459,981.725952,0,150,149.899994,0,32.099998,0,18.299999,0.077,90.895166, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:39:00,0,0,0,0,0,0,0,0,100.79,100.92,100.45,100.27,100.07,100.66,100.58,92.23,93.21,0.818667,0.49,981.780701,0,135,134.899994,0,15.3,125,96.900002,1.693,0,65.949997,4.029133,7.12,-46.051629,-0.747097,11.446,15.284,4.895487,2.600624,2.897515,2.536794,4.18575, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.78,119.3,117.41,119.75,116.98,109.01,119.16,0.383667,0.448667,981.685791,0,150,150,0,32.099998,0,18.299999,0.077,-90.791362, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:39:30,0,0,0,0,0,0,0,0,100.78,100.96,100.44,100.33,99.76,100.68,100.98,92.24,93.38,0.819333,0.540333,981.69574,0,135,134.899994,0,15.3,125,96.900002,1.693,0,65.949997,4.029133,7.17,-32.412676,154.355732,11.446,5.286,4.973574,2.599844,2.898362,2.536621,4.195446, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.76,119.29,117.41,119.7,116.99,109.01,119.14,0.349,0.445,981.725952,0,150,150,0,32.099998,0,18.299999,0.077,-162.945768, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:40:00,0,0,0,0,0,0,0,0,100.75,100.91,100.41,100.38,99.6,100.64,100.95,92.21,93.62,0.709333,0.482667,982.714539,0,135,135,0,15.3,125,96.900002,1.693,0.007338,65.849998,4.029125,7.21,-33.836592,257.880179,11.446,15.287,5.184522,2.600412,2.898649,2.535234,4.166564, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.32,117.41,119.75,116.98,109.01,119.18,0.442667,0.471333,981.725952,0,150,149.899994,0,32.099998,0,18.299999,0.077,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:40:30,0,0,0,0,0,0,0,0,100.77,100.92,100.41,100.32,100.41,100.72,101.18,92.22,90.92,0.865,0.525,982.884338,0,135,134.899994,0,15.3,125,96.900002,1.693,0,65.849998,4.029125,7.25,2.108207,258.045079,11.446,15.291,5.223612,2.599921,2.899498,2.533616,4.146578, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.31,117.41,119.75,116.98,109.02,119.16,0.450667,0.456333,981.725952,0,150,149.899994,0,32.099998,0,18.299999,0.077,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:41:00,0,0,0,0,0,0,0,0,100.75,100.91,100.43,100.22,99.87,100.69,100.58,92.21,92.91,0.722333,0.445,981.016541,0,135,134.899994,0,15.3,125,96.800003,1.694,0,65.800003,3.941417,7.3,32.416539,205.606031,5,15.292,5.223605,2.601609,2.894506,2.533689,4.101494, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.81,119.31,117.4,119.75,116.99,109.01,119.18,0.440333,0.446,981.725952,0,150,150,0,32.099998,0,18.299999,0.077,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:41:30,0,0,0,0,0,0,0,0,100.77,100.91,100.42,100.29,100.08,100.67,101.14,92.22,93.56,0.708,0.529333,981.271179,0,135,135,0,15.3,125,96.800003,1.693,0.007339,65.800003,3.941417,7.34,49.856606,0,5,15.292,5.184504,2.60145,2.896208,2.537226,4.15395, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.31,117.4,119.74,116.97,109.02,119.26,0.377,0.465667,981.725952,0,150,149.899994,0,32.200001,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:42:00,0,0,0,0,0,0,0,0,100.82,100.92,100.42,100.39,99.75,100.68,100.59,92.26,93.35,0.812,0.465667,981.950378,0,135,135,0,15.3,125,96.800003,1.693,0.00031,65.75,4.029131,7.38,0.208993,-132.573378,5,15.296,5.106425,2.60203,2.899538,2.538617,4.147543, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.41,119.77,117,109.03,119.17,0.426333,0.455667,981.645752,0,150,149.899994,0,32.099998,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:42:30,0,0,0,0,0,0,0,0,100.74,100.91,100.42,100.33,99.68,100.65,100.96,92.21,92.87,0.809667,0.469,981.610779,0,135,134.899994,0,15.3,125,96.800003,1.694,0,65.75,4.029131,7.43,0.233535,-166.395761,5,15.297,5.429131,2.602295,2.904634,2.536433,4.161606, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.81,119.32,117.42,119.76,117,109.03,119.16,0.312,0.451667,981.685791,0,150,149.899994,0,32.200001,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:43:00,0,0,0,0,0,0,0,0,100.73,100.9,100.41,100.32,99.6,100.75,100.63,92.23,91.29,0.740667,0.466,981.86554,0,135,135,0,15.3,125,96.800003,1.699,0.019679,65.650002,4.029126,7.47,0.235001,-198.114926,11.4,5,5.346679,2.601607,2.899694,2.53757,4.169054, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.74,119.31,117.41,119.75,116.98,109,119.17,0.244,0.444667,981.725952,0,150,149.899994,0,32.200001,0,18.299999,0.079,0.066174, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:43:30,0,0,0,0,0,0,0,0,100.8,100.91,100.41,100.25,100.04,100.66,101.14,92.21,93.37,0.689,0.472,982.205139,0,135,135,0,15.3,125,96.800003,1.677,0.021358,65.650002,4.029126,7.52,-209.204729,-0.943856,11.4,3,5.429131,2.601368,2.901572,2.537123,4.127235, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.77,119.3,117.41,119.75,116.98,109.01,119.15,0.352,0.460333,981.685791,0,150,149.899994,0,32.200001,0,18.299999,0.079,0.073367, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:44:00,0,0,0,0,0,0,0,0,100.77,100.9,100.42,100.4,100.07,100.69,101.24,92.25,93.5,0.785,0.497667,983.054138,0,135,135,0,15.3,125,96.800003,1.66,0.021478,65.599998,3.941401,7.56,-291.652816,196.711321,11.4,15.29,5.392701,2.601509,2.902735,2.537169,4.103913, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.83,119.35,117.41,119.75,116.95,109.02,119.17,0.299667,0.465333,981.685791,0,150,150,0,32.099998,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:44:30,0,0,0,0,0,0,0,0,100.78,100.92,100.44,100.33,100.13,100.67,100.76,92.23,93.53,0.797,0.484667,981.780701,0,135,135,0,15.3,125,96.699997,1.666,-0.332415,65.599998,3.941401,7.61,-215.999145,174.488821,11.428,15.302,5.223621,2.602079,2.899551,2.539212,4.126426, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.77,119.3,117.41,119.76,116.99,109.02,119.17,0.277333,0.462333,981.685791,0,150,150,0,32.200001,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:45:00,0,0,0,0,0,0,0,0,100.71,100.9,100.41,100.42,99.73,100.67,101.05,92.22,92.98,0.769,0.46,982.374939,0,135,135,0,15.3,125,96.699997,1.697,-0.682669,65.550003,4.029122,7.65,-68.462264,165.509119,11.428,15.302,5.392701,2.602725,2.902669,2.540692,4.194954, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.81,119.31,117.41,119.75,116.98,109.02,119.17,0.565667,0.447667,981.645752,0,150,150,0,32.099998,0,18.299999,0.079,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:45:30,0,0,0,0,0,0,0,0,100.73,100.91,100.43,100.49,99.92,100.64,100.96,92.24,92.58,0.764,0.462,982.884338,0,135,135,0,15.3,125,96.699997,1.696,-0.138288,65.550003,4.029122,7.7,306.942669,0.862059,11.4,1,5.429131,2.601331,2.903948,2.540819,4.18431, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.82,119.32,117.42,119.76,116.98,109.02,119.17,0.295333,0.460667,981.645752,0,150,150,0,32.200001,0,18.299999,0.081,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:46:00,0,0,0,0,0,0,0,0,100.7,100.89,100.42,100.4,99.55,100.68,101.13,92.22,93.08,0.607,0.507,981.69574,0,135,135,0,15.4,125,96.699997,1.704,0.029573,65.449997,4.029122,7.74,318.724509,0.489962,11.414,1,5.34667,2.60075,2.903041,2.540956,4.168364, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.29,117.39,119.76,116.98,109.02,119.17,0.319,0.460333,981.685791,0,150,150,0,32.200001,0,18.299999,0.081,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:46:30,0,0,0,0,0,0,0,0,100.7,100.92,100.41,100.37,100.14,100.69,100.86,92.25,92.07,0.851667,0.529,982.289978,0,135,135,0,15.3,125,96.699997,1.703,0.794438,65.449997,4.029122,7.79,-64.907159,0.340152,11.408,15.311,5.429115,2.601344,2.901239,2.541354,4.169105, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.32,117.42,119.76,116.99,109.03,119.17,0.359667,0.464667,981.645752,0,150,150,0,32.200001,0,18.299999,0.081,0.066174, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:47:00,0,0,0,0,0,0,0,0,100.8,100.99,100.5,100.46,99.68,100.74,101.17,92.23,92.5,0.731,0.529667,982.4599,0,135,134.899994,0,15.3,125,96.699997,1.703,0.837157,65.400002,3.941401,7.83,-95.851545,0.07077,11.408,15.314,5.392693,2.601968,2.900805,2.541575,4.166134, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.34,117.41,119.75,116.97,108.97,119.16,0.399,0.455333,981.645752,0,150,150,0,32.099998,0,18.299999,0.081,0.073367, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:47:30,0,0,0,0,0,0,0,0,100.68,100.89,100.44,100.4,100.03,100.7,101.06,92.23,93.34,0.696,0.458333,981.950378,0,135,135,0,15.3,125,96.599998,1.703,0.870623,65.400002,3.941401,7.87,0.407012,-0.224913,11.397,15.314,5.223613,2.600149,2.908376,2.541627,4.18471, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.42,119.75,116.99,109.04,119.18,0.331333,0.458333,981.645752,0,150,150,0,32.099998,0,18.299999,0.081,0.066196, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:48:00,0,0,0,0,0,0,0,0,100.7,100.92,100.44,100.36,100.06,100.65,100.85,92.22,93.41,0.587667,0.463333,981.780701,0,135,134.899994,0,15.3,125,96.599998,1.704,0.157324,65.349998,4.029126,7.92,0.362018,-0.425328,11.388,15.321,5.3927,2.601895,2.905319,2.541057,4.240469, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.32,117.41,119.75,116.96,109.02,119.18,0.346333,0.464667,981.645752,0,150,149.899994,0,32.099998,0,18.299999,0.081,0.005198, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:48:30,0,0,0,0,0,0,0,0,100.74,100.91,100.47,100.3,100.09,100.66,100.88,92.2,93.41,0.824333,0.482667,982.205139,0,135,135,0,15.3,125,96.599998,1.703,0.138086,65.349998,4.029126,7.96,215.644513,-0.468816,11.398,15.322,5.223616,2.600794,2.908497,2.540003,4.233581, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.31,117.37,119.76,116.98,109.02,119.17,0.403333,0.477333,981.645752,0,150,150,0,32.099998,0,18.299999,0.081,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:49:00,0,0,0,0,0,0,0,0,100.69,100.92,100.45,100.24,99.91,100.67,101.16,92.22,93.32,0.733667,0.504333,981.35614,0,135,134.899994,0,15.3,125,96.599998,1.702,0.000259,65.25,4.029131,8,294.601747,-0.242682,11.398,15.322,5.223612,2.60134,2.904064,2.539997,4.217903, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.31,117.47,119.82,117.03,109.07,119.15,0.547,0.449667,981.645752,0,150,150,0,32.099998,0,18.299999,0.081,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:49:30,0,0,0,0,0,0,0,0,100.7,100.91,100.42,100.24,99.79,100.62,100.81,92.21,93,0.665,0.459,982.205139,0,135,135,0,15.3,125,96.5,1.703,-0.019303,65.25,4.029131,8.05,0.289292,-0.332251,11.392,15.327,5.328006,2.601676,2.904622,2.542376,4.231558, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.82,119.31,117.42,119.76,116.91,109.03,119.16,0.441667,0.469333,981.685791,0,150,149.899994,0,32.099998,0,18.299999,0.081,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:50:00,0,0,0,0,0,0,0,0,100.65,100.9,100.42,100.36,99.59,100.71,101.12,92.22,91.98,0.647333,0.477667,982.1203,0,135,134.899994,0,15.3,125,96.5,1.703,0,65.199997,3.941417,8.09,0.311451,-0.297673,11.392,15.329,5.200045,2.60175,2.904145,2.542173,4.183414, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.79,119.32,117.41,119.75,116.97,109.01,119.18,0.415667,0.469333,981.685791,0,150,150,0,32.099998,0,18.299999,1,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:50:30,0,0,0,0,0,0,0,0,100.69,100.92,100.46,100.27,99.92,100.68,100.8,92.23,92.47,0.664333,0.494333,981.86554,0,135,135,0,15.3,125,96.599998,1.703,-0.000758,65.199997,3.941417,8.13,0.318471,-0.274732,11.39,15.332,5.206889,2.60136,2.90801,2.543189,4.205671, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.84,119.36,117.41,119.76,116.97,109.01,119.16,0.381667,0.449667,981.685791,0,150,150,0,32.099998,0,18.299999,0.082,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:51:00,0,0,0,0,0,0,0,0,100.62,100.9,100.45,100.33,99.59,100.66,101.25,92.21,92.74,0.711667,0.469333,982.629578,0,135,134.899994,0,15.3,125,96.5,1.703,0,65.150002,4.029125,8.17,0.296273,-0.262534,11.3,15.334,5.158416,2.601603,2.906117,2.543691,4.294694, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.8,119.31,117.41,119.75,116.97,109,119.18,0.456667,0.459,981.685791,0,150,150,0,32.099998,0,18.299999,0.082,0, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
16:51:30,0,0,0,0,0,0,0,0,100.57,100.87,100.41,100.26,99.77,100.66,100.38,92.25,93.44,0.681,0.560333,982.884338,0,135,134.899994,0,15.3,125,96.5,1.703,0,65.150002,4.029125,8.21,0.284837,-0.263137,11.378,15.337,0.823584,2.601559,2.904191,2.544003,4.262526, TRUE , FALSE , FALSE , FALSE , FALSE , TRUE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , TRUE , FALSE , FALSE ,118.78,119.31,117.41,119.77,116.98,109.02,119.19,0.408333,0.468333,981.725952,0,150,150,0,32.099998,0,18.299999,0.082,0.035117, FALSE , FALSE , FALSE , FALSE , TRUE ,TRUE , TRUE , FALSE , TRUE , FALSE , FALSE , FALSE , FALSE 
