Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,P101,P102,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,H103_heating_power,H105_heating_power,H107_heating_power,H109_heating_power,H111_heating_power,H113_heating_power,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status,FI101_Pulses,PS102,PS103,PS104,LS101,LS102,LS103,LS104,HT_EN_0,HT_ON,T_ERROR_0,SP_OK
29/04/2023 12:49:56,0,0,0,0,0,0,0,0,110.81,111.27,110.08,109.27,109.38,110.53,109.55,104.85,91.78,0.959667,0.106333,0,1415.184814,5.22,0.258067,2.9,0,7.9836,3.562457,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.5,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:50:26,0,0,0,0,0,0,0,0,110.88,111.28,109.87,109.1,108.88,110.35,108.77,105.72,91.82,0.985667,0.185667,0,1408.138184,5.23,0.272749,2.9,0,8.0092,3.581374,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:50:56,0,0,0,0,0,0,0,0,110.57,111.06,109.57,108.85,108.86,110.24,108.63,108.25,91.85,0.894667,0.143667,0,1392.516846,5.23,0.376884,2.9,0,8.0092,3.57423,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:51:26,0,0,0,0,0,0,0,0,110.34,110.83,109.3,108.65,108.73,110.08,108.5,108.44,91.82,0.914,0.123333,0.000333,1383.942139,5.23,0.414457,8,0,8.0594,3.592476,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:51:56,0,0,0,0,0,0,0,0,110.32,110.82,109.48,108.83,108.85,110.16,108.81,108.03,91.72,0.881667,0.102333,0.000333,1405.166748,5.23,0.272762,8,0,8.0846,3.14478,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:52:26,0,0,0,0,0,0,0,0,110.89,111.34,110.39,109.31,109.35,110.59,109.33,103.9,91.65,0.860667,0.132667,0.000333,1412.552734,5.24,0.258079,8,-219.417301,8.1326,3.610664,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:52:56,0,0,0,0,0,0,0,0,110.73,111.21,110.03,109,108.97,110.35,108.57,107.72,91.71,1.047333,0.153667,0,1399.393555,5.24,0.328335,8,-219.417301,8.1588,3.61407,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:53:26,0,0,0,0,0,0,0,0,110.46,110.95,109.61,108.75,108.84,110.17,108.46,108.52,91.7,0.865333,0.135,0,1390.64917,5.24,0.328331,8,0,8.1834,3.56344,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:53:56,0,0,0,0,0,0,0,0,110.29,110.71,109.37,108.51,108.63,110.01,108.35,108.4,91.81,0.877333,0.134,0,1383.432861,5.24,0.258067,8,0,8.2086,3.554949,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:54:26,0,0,0,0,0,0,0,0,110.55,111.07,109.96,109.18,109.26,110.45,109.51,107.45,91.55,0.887667,0.106333,0,1419.174805,5.25,0.376884,8,0,8.2086,3.56781,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:54:56,0,0,0,0,0,0,0,0,110.86,111.34,110.06,109.17,109.14,110.47,108.9,104.67,91.64,0.914,0.167333,0.000333,1409.241943,5.25,0.414457,8,0,8.2834,3.148598,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:55:26,0,0,0,0,0,0,0,0,110.68,111.23,109.89,109.05,109.03,110.37,108.76,108.27,91.68,0.934,0.152667,0,1401.346191,5.25,0.376891,8,0,8.2834,2.294412,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,125,TRUE,FALSE,0,15,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:55:56,0,0,0,0,0,0,0,0,110.38,110.9,109.48,108.71,108.76,110.13,108.38,108.55,91.71,0.890667,0.147333,0,1385.640137,5.25,0.272762,8,0,8.3328,2.773191,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:56:26,0,0,0,0,0,0,0,0,110.32,110.78,109.45,108.63,108.73,110.06,108.54,108.22,91.59,0.928333,0.105667,0,1395.063965,5.25,0.258079,8,0,8.3574,2.974392,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.599998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:56:56,0,0,0,0,0,0,0,0,110.74,111.23,110.08,109.24,109.38,110.62,109.44,105.1,91.58,0.913333,0.116,0,1417.646729,5.26,0.236841,8,0,8.3814,3.799845,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:57:26,0,0,0,0,0,0,0,0,110.87,111.29,109.96,109.1,109.05,110.45,108.73,106.52,91.64,0.844667,0.131,0,1409.496582,5.26,0.205623,8,0,8.4318,4.675899,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:57:56,0,0,0,0,0,0,0,0,110.6,111.11,109.64,108.86,108.88,110.24,108.57,108.48,91.64,0.929,0.197,0,1399.138916,5.26,0.258079,8,0,8.457,3.553902,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.900002,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:58:26,0,0,0,0,0,0,0,0,110.23,110.73,109.19,108.48,108.52,109.95,108.25,108.48,91.68,0.891667,0.188333,0,1378.848389,5.27,0.272762,8,0,8,3.568324,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:58:56,0,0,0,0,0,0,0,0,110.18,110.68,109.36,108.63,108.69,110.06,108.7,107.95,91.18,0.926333,0.112,0,1397.27124,5.27,0.376891,8,0,8.5064,3.578364,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:59:26,0,0,0,0,0,0,0,0,110.84,111.31,110.14,109.29,109.01,110.64,109.43,104.12,91.42,0.875333,0.146667,0,1417.222168,5.27,0.376884,8,0,8.532,3.593803,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,124,124.900002,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 12:59:56,0,0,0,0,0,0,0,0,110.86,111.32,109.97,109.12,109.09,110.43,108.76,106.62,91.58,0.894,0.131667,0,1405.166748,5.28,0.272749,8,0,8.5812,3.58365,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.800003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:00:26,0,0,0,0,0,0,0,0,110.53,111.06,109.61,108.85,108.9,110.24,108.53,108.38,91.59,0.912333,0.224333,0,1399.818115,5.28,0.376884,8,0,8.6058,3.594228,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,124.900002,TRUE,FALSE,0,15,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:00:56,0,0,0,0,0,0,0,0,110.31,110.8,109.3,108.58,108.73,110.04,108.16,108.49,91.61,0.887,0.164333,0.000333,1380.036865,5.28,0.414457,8,0,8.63,3.582704,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,124,124.599998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.5,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:01:26,0,0,0,0,0,0,0,0,110.25,110.78,109.53,108.77,108.97,110.19,108.55,107.96,91.48,0.868667,0.097333,0,1400.242676,5.29,0.376891,8,0,8.655,3.570723,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,124,124.5,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:01:56,0,0,0,0,0,0,0,0,110.84,111.35,110.08,109.22,109.37,110.61,109.13,103.66,91.5,0.89,0.126,0,1415.099609,5.29,0.462406,8,0,8.6796,3.549269,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,125,124.5,TRUE,FALSE,0,15.1,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:02:26,0,0,0,0,0,0,0,0,110.78,111.26,109.88,109.07,109.22,110.39,108.6,106.93,91.59,0.895,0.137667,0,1404.657227,5.29,0.462404,8,0,8.7306,3.542404,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:02:56,0,0,0,0,0,0,0,0,110.51,111,109.52,108.78,108.98,110.23,108.53,108.46,91.62,0.88,0.240667,0,1391.837891,5.29,0.391326,8,0,8.7306,3.551661,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.599998,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:03:26,0,0,0,0,0,0,0,0,110.34,110.81,109.39,108.66,108.78,110.08,108.57,108.34,91.55,0.912667,0.110333,0,1388.271973,5.29,0.258067,8,0,8.7792,3.585072,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:03:56,0,0,0,0,0,0,0,0,110.57,111.05,109.81,109.07,109.23,110.46,109.28,107.65,91.55,0.989667,0.115,0,1408.987061,5.29,0.205613,8,0,8.8042,3.162044,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,124,124.599998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:04:26,0,0,0,0,0,0,0,0,110.81,111.28,109.94,109.12,109.33,110.49,109.07,106.07,91.61,0.917333,0.164,0,1409.156982,5.29,0,8,0,8.8292,3.462773,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.599998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.699997,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:04:56,0,0,0,0,0,0,0,0,110.56,111.11,109.68,108.92,109.08,110.26,108.79,108.18,91.72,1.004667,0.14,0,1398.035156,5.3,0,8,0,8.8798,3.573239,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.699997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:05:26,0,0,0,0,0,0,0,0,110.4,110.9,109.45,108.72,108.91,110.14,108.62,108.5,91.69,0.903333,0.142,0,1385.555176,5.31,0,8,0,8.9044,3.582703,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,125,124.5,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:05:56,0,0,0,0,0,0,0,0,110.23,110.76,109.44,108.73,108.87,110.07,108.71,108.08,91.63,0.918333,0.102,0,1396.082764,5.31,0.305722,8,0,8.9286,3.61353,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,124,124.5,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:06:26,0,0,0,0,0,0,0,0,110.83,111.31,110.16,109.35,109.52,110.65,109.34,105.23,91.65,0.899667,0.175667,0,1419.854004,5.31,0.464979,8,0,8.9286,3.607584,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,124,124.599998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:06:56,0,0,0,0,0,0,0,0,110.82,111.29,109.87,109.07,109.25,110.38,108.64,106.58,91.74,0.845,0.163667,0,1406.864746,5.31,0.528912,8,0,8.9784,3.594856,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,124.5,TRUE,FALSE,0,15,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:07:26,0,0,0,0,0,0,0,0,110.48,110.96,109.52,108.76,108.93,110.14,108.44,108.4,91.79,0.909667,0.160333,0,1392.347168,5.31,0.464976,8,0,9.0282,3.45987,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,124,124.400002,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:07:56,0,0,0,0,0,0,0,0,110.26,110.74,109.24,108.51,108.72,109.99,108.41,108.39,91.83,0.902,0.199,0,1379.697266,5.31,0.295463,8,0,9.053,3.55915,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:08:26,0,0,0,0,0,0,0,0,110.37,110.86,109.64,108.87,109.06,110.22,109.17,108.22,91.77,0.906,0.105667,0.000333,1412.213135,5.31,0,8,0,9.0778,3.581955,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,124,124.099998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:08:56,0,0,0,0,0,0,0,0,110.9,111.34,110.05,109.19,109.24,110.49,109.11,103.18,91.05,0.865333,0.108333,0,1415.864014,5.31,0,8,0,9.1032,3.583842,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:09:26,0,0,0,0,0,0,0,0,110.77,111.24,109.79,108.98,108.51,110.28,108.63,106.91,91.42,0.886,0.156,0,1403.044189,5.32,0,8,0,9.1268,3.574164,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,125,124.300003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:09:56,0,0,0,0,0,0,0,0,110.46,110.97,109.43,108.7,108.65,110.13,108.45,108.36,91.81,0.852,0.123,0,1392.092285,5.33,0.205623,8,0,9.1762,3.5624,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,125,124.300003,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:10:26,0,0,0,0,0,0,0,0,110.27,110.78,109.35,108.6,108.63,110.06,108.49,108.39,91.69,0.906,0.129667,0,1383.432861,5.33,0.366094,8,0,9.2014,2.668566,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:10:56,0,0,0,0,0,0,0,0,110.49,110.98,109.8,109.05,109.02,110.35,109.32,107.97,91.69,0.915667,0.102667,0,1416.28833,5.33,0.48072,55,0,9.2258,3.544756,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,124.099998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:11:26,0,0,0,0,0,0,0,0,110.9,111.36,110.04,109.22,109.28,110.58,109.12,103.31,91.8,0.827333,0.118333,0,1411.533936,5.33,0.510515,55,0,9.2504,3.546422,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,20,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:11:56,0,0,0,0,0,0,0,0,110.73,111.19,109.74,108.98,108.93,110.29,108.51,107.5,91.82,0.906,0.158333,0,1400.751953,5.34,0.499453,55,-2022.081045,9.2758,3.568558,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:12:26,0,0,0,0,0,0,0,0,110.45,110.9,109.36,108.7,108.75,110.14,108.31,108.47,91.83,0.918667,0.135667,0,1384.196777,5.34,0.414457,55,-2022.081045,9.3254,3.574181,0.8,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.800003,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:12:56,0,0,0,0,0,0,0,0,110.19,110.68,109.2,108.5,108.46,109.98,108.23,108.29,91.88,0.928667,0.142333,0,1382.15918,5.34,0.376891,55,0,9.3498,3.583203,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,60,60,60,60,60,60,125,124.099998,TRUE,FALSE,0,15,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29/04/2023 13:13:26,0,0,0,0,0,0,0,0,110.57,111.05,109.95,109.14,109.24,110.52,109.54,106.78,91.68,0.961,0.11,0,1419.090088,5.34,0.272762,55,0,9.3748,3.581487,0.8,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,60,60,60,60,60,60,124,124.199997,TRUE,FALSE,0,15,TRUE,FALSE,105,94.900002,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
